ping_id,timestamp,latitude,longitude,heading,altitude_m,speed_knots
88,2026-09-21T14:00:08.800000+00:00,13.082700,80.270859,90.0,11.76,3.80
89,2026-09-21T14:00:08.900000+00:00,13.082700,80.270860,90.0,11.76,3.80
90,2026-09-21T14:00:09+00:00,13.082700,80.270862,90.0,11.76,3.80
91,2026-09-21T14:00:09.100000+00:00,13.082700,80.270864,90.0,11.75,3.80
92,2026-09-21T14:00:09.200000+00:00,13.082700,80.270866,90.0,11.75,3.80
93,2026-09-21T14:00:09.300000+00:00,13.082700,80.270868,90.0,11.75,3.80
94,2026-09-21T14:00:09.400000+00:00,13.082700,80.270869,90.0,11.75,3.80
95,2026-09-21T14:00:09.500000+00:00,13.082700,80.270871,90.0,11.75,3.80
96,2026-09-21T14:00:09.600000+00:00,13.082700,80.270873,90.0,11.75,3.80
97,2026-09-21T14:00:09.700000+00:00,13.082700,80.270875,90.0,11.75,3.80
98,2026-09-21T14:00:09.800000+00:00,13.082700,80.270877,90.0,11.75,3.80
99,2026-09-21T14:00:09.900000+00:00,13.082700,80.270878,90.0,11.76,3.80
100,2026-09-21T14:00:10+00:00,13.082700,80.270880,90.0,11.76,3.80
101,2026-09-21T14:00:10.100000+00:00,13.082700,80.270882,90.0,11.76,3.80
102,2026-09-21T14:00:10.200000+00:00,13.082700,80.270884,90.0,11.77,3.80
103,2026-09-21T14:00:10.300000+00:00,13.082700,80.270886,90.0,11.77,3.80
104,2026-09-21T14:00:10.400000+00:00,13.082700,80.270888,90.0,11.78,3.80
105,2026-09-21T14:00:10.500000+00:00,13.082700,80.270889,90.0,11.79,3.80
106,2026-09-21T14:00:10.600000+00:00,13.082700,80.270891,90.0,11.79,3.80
107,2026-09-21T14:00:10.700000+00:00,13.082700,80.270893,90.0,11.80,3.80
108,2026-09-21T14:00:10.800000+00:00,13.082700,80.270895,90.0,11.81,3.80
109,2026-09-21T14:00:10.900000+00:00,13.082700,80.270897,90.0,11.81,3.80
110,2026-09-21T14:00:11+00:00,13.082700,80.270898,90.0,11.82,3.80
111,2026-09-21T14:00:11.100000+00:00,13.082700,80.270900,90.0,11.83,3.80
112,2026-09-21T14:00:11.200000+00:00,13.082700,80.270902,90.0,11.84,3.80
113,2026-09-21T14:00:11.300000+00:00,13.082700,80.270904,90.0,11.85,3.80
114,2026-09-21T14:00:11.400000+00:00,13.082700,80.270906,90.0,11.86,3.80
115,2026-09-21T14:00:11.500000+00:00,13.082700,80.270907,90.0,11.87,3.80
116,2026-09-21T14:00:11.600000+00:00,13.082700,80.270909,90.0,11.88,3.80
117,2026-09-21T14:00:11.700000+00:00,13.082700,80.270911,90.0,11.90,3.80
118,2026-09-21T14:00:11.800000+00:00,13.082700,80.270913,90.0,11.91,3.80
119,2026-09-21T14:00:11.900000+00:00,13.082700,80.270915,90.0,11.92,3.80
120,2026-09-21T14:00:12+00:00,13.082700,80.270916,90.0,11.93,3.80
121,2026-09-21T14:00:12.100000+00:00,13.082700,80.270918,90.0,11.94,3.80
122,2026-09-21T14:00:12.200000+00:00,13.082700,80.270920,90.0,11.95,3.80
123,2026-09-21T14:00:12.300000+00:00,13.082700,80.270922,90.0,11.97,3.80
124,2026-09-21T14:00:12.400000+00:00,13.082700,80.270924,90.0,11.98,3.80
125,2026-09-21T14:00:12.500000+00:00,13.082700,80.270925,90.0,11.99,3.80
126,2026-09-21T14:00:12.600000+00:00,13.082700,80.270927,90.0,12.00,3.80
127,2026-09-21T14:00:12.700000+00:00,13.082700,80.270929,90.0,12.02,3.80
128,2026-09-21T14:00:12.800000+00:00,13.082700,80.270931,90.0,12.03,3.80
129,2026-09-21T14:00:12.900000+00:00,13.082700,80.270933,90.0,12.04,3.80
130,2026-09-21T14:00:13+00:00,13.082700,80.270934,90.0,12.05,3.80
131,2026-09-21T14:00:13.100000+00:00,13.082700,80.270936,90.0,12.07,3.80
132,2026-09-21T14:00:13.200000+00:00,13.082700,80.270938,90.0,12.08,3.80
133,2026-09-21T14:00:13.300000+00:00,13.082700,80.270940,90.0,12.09,3.80
134,2026-09-21T14:00:13.400000+00:00,13.082700,80.270942,90.0,12.10,3.80
135,2026-09-21T14:00:13.500000+00:00,13.082700,80.270943,90.0,12.11,3.80
136,2026-09-21T14:00:13.600000+00:00,13.082700,80.270945,90.0,12.12,3.80
137,2026-09-21T14:00:13.700000+00:00,13.082700,80.270947,90.0,12.13,3.80
138,2026-09-21T14:00:13.800000+00:00,13.082700,80.270949,90.0,12.14,3.80
139,2026-09-21T14:00:13.900000+00:00,13.082700,80.270951,90.0,12.15,3.80
140,2026-09-21T14:00:14+00:00,13.082700,80.270952,90.0,12.16,3.80
141,2026-09-21T14:00:14.100000+00:00,13.082700,80.270954,90.0,12.17,3.80
142,2026-09-21T14:00:14.200000+00:00,13.082700,80.270956,90.0,12.18,3.80
143,2026-09-21T14:00:14.300000+00:00,13.082700,80.270958,90.0,12.19,3.80
144,2026-09-21T14:00:14.400000+00:00,13.082700,80.270960,90.0,12.20,3.80
145,2026-09-21T14:00:14.500000+00:00,13.082700,80.270961,90.0,12.21,3.80
146,2026-09-21T14:00:14.600000+00:00,13.082700,80.270963,90.0,12.21,3.80
147,2026-09-21T14:00:14.700000+00:00,13.082700,80.270965,90.0,12.22,3.80
148,2026-09-21T14:00:14.800000+00:00,13.082700,80.270967,90.0,12.22,3.80
149,2026-09-21T14:00:14.900000+00:00,13.082700,80.270969,90.0,12.23,3.80
150,2026-09-21T14:00:15+00:00,13.082700,80.270970,90.0,12.23,3.80
151,2026-09-21T14:00:15.100000+00:00,13.082700,80.270972,90.0,12.24,3.80
152,2026-09-21T14:00:15.200000+00:00,13.082700,80.270974,90.0,12.24,3.80
153,2026-09-21T14:00:15.300000+00:00,13.082700,80.270976,90.0,12.24,3.80
154,2026-09-21T14:00:15.400000+00:00,13.082700,80.270978,90.0,12.25,3.80
155,2026-09-21T14:00:15.500000+00:00,13.082700,80.270979,90.0,12.25,3.80
156,2026-09-21T14:00:15.600000+00:00,13.082700,80.270981,90.0,12.25,3.80
157,2026-09-21T14:00:15.700000+00:00,13.082700,80.270983,90.0,12.25,3.80
158,2026-09-21T14:00:15.800000+00:00,13.082700,80.270985,90.0,12.25,3.80
159,2026-09-21T14:00:15.900000+00:00,13.082700,80.270987,90.0,12.25,3.80
160,2026-09-21T14:00:16+00:00,13.082700,80.270988,90.0,12.25,3.80
161,2026-09-21T14:00:16.100000+00:00,13.082700,80.270990,90.0,12.25,3.80
162,2026-09-21T14:00:16.200000+00:00,13.082700,80.270992,90.0,12.24,3.80
163,2026-09-21T14:00:16.300000+00:00,13.082700,80.270994,90.0,12.24,3.80
164,2026-09-21T14:00:16.400000+00:00,13.082700,80.270996,90.0,12.24,3.80
165,2026-09-21T14:00:16.500000+00:00,13.082700,80.270997,90.0,12.23,3.80
166,2026-09-21T14:00:16.600000+00:00,13.082700,80.270999,90.0,12.23,3.80
167,2026-09-21T14:00:16.700000+00:00,13.082700,80.271001,90.0,12.22,3.80
168,2026-09-21T14:00:16.800000+00:00,13.082700,80.271003,90.0,12.21,3.80
169,2026-09-21T14:00:16.900000+00:00,13.082700,80.271005,90.0,12.21,3.80
170,2026-09-21T14:00:17+00:00,13.082700,80.271006,90.0,12.20,3.80
171,2026-09-21T14:00:17.100000+00:00,13.082700,80.271008,90.0,12.19,3.80
172,2026-09-21T14:00:17.200000+00:00,13.082700,80.271010,90.0,12.18,3.80
173,2026-09-21T14:00:17.300000+00:00,13.082700,80.271012,90.0,12.17,3.80
174,2026-09-21T14:00:17.400000+00:00,13.082700,80.271014,90.0,12.17,3.80
175,2026-09-21T14:00:17.500000+00:00,13.082700,80.271016,90.0,12.16,3.80
176,2026-09-21T14:00:17.600000+00:00,13.082700,80.271017,90.0,12.15,3.80
177,2026-09-21T14:00:17.700000+00:00,13.082700,80.271019,90.0,12.14,3.80
178,2026-09-21T14:00:17.800000+00:00,13.082700,80.271021,90.0,12.13,3.80
179,2026-09-21T14:00:17.900000+00:00,13.082700,80.271023,90.0,12.11,3.80
180,2026-09-21T14:00:18+00:00,13.082700,80.271025,90.0,12.10,3.80
181,2026-09-21T14:00:18.100000+00:00,13.082700,80.271026,90.0,12.09,3.80
182,2026-09-21T14:00:18.200000+00:00,13.082700,80.271028,90.0,12.08,3.80
183,2026-09-21T14:00:18.300000+00:00,13.082700,80.271030,90.0,12.07,3.80
184,2026-09-21T14:00:18.400000+00:00,13.082700,80.271032,90.0,12.06,3.80
185,2026-09-21T14:00:18.500000+00:00,13.082700,80.271034,90.0,12.04,3.80
186,2026-09-21T14:00:18.600000+00:00,13.082700,80.271035,90.0,12.03,3.80
187,2026-09-21T14:00:18.700000+00:00,13.082700,80.271037,90.0,12.02,3.80
188,2026-09-21T14:00:18.800000+00:00,13.082700,80.271039,90.0,12.01,3.80
189,2026-09-21T14:00:18.900000+00:00,13.082700,80.271041,90.0,11.99,3.80
190,2026-09-21T14:00:19+00:00,13.082700,80.271043,90.0,11.98,3.80
191,2026-09-21T14:00:19.100000+00:00,13.082700,80.271044,90.0,11.97,3.80
192,2026-09-21T14:00:19.200000+00:00,13.082700,80.271046,90.0,11.96,3.80
193,2026-09-21T14:00:19.300000+00:00,13.082700,80.271048,90.0,11.94,3.80
194,2026-09-21T14:00:19.400000+00:00,13.082700,80.271050,90.0,11.93,3.80
195,2026-09-21T14:00:19.500000+00:00,13.082700,80.271052,90.0,11.92,3.80
196,2026-09-21T14:00:19.600000+00:00,13.082700,80.271053,90.0,11.91,3.80
197,2026-09-21T14:00:19.700000+00:00,13.082700,80.271055,90.0,11.90,3.80
198,2026-09-21T14:00:19.800000+00:00,13.082700,80.271057,90.0,11.89,3.80
199,2026-09-21T14:00:19.900000+00:00,13.082700,80.271059,90.0,11.87,3.80
200,2026-09-21T14:00:20+00:00,13.082700,80.271061,90.0,11.86,3.80
201,2026-09-21T14:00:20.100000+00:00,13.082700,80.271062,90.0,11.85,3.80
202,2026-09-21T14:00:20.200000+00:00,13.082700,80.271064,90.0,11.84,3.80
203,2026-09-21T14:00:20.300000+00:00,13.082700,80.271066,90.0,11.83,3.80
204,2026-09-21T14:00:20.400000+00:00,13.082700,80.271068,90.0,11.83,3.80
205,2026-09-21T14:00:20.500000+00:00,13.082700,80.271070,90.0,11.82,3.80
206,2026-09-21T14:00:20.600000+00:00,13.082700,80.271071,90.0,11.81,3.80
207,2026-09-21T14:00:20.700000+00:00,13.082700,80.271073,90.0,11.80,3.80
208,2026-09-21T14:00:20.800000+00:00,13.082700,80.271075,90.0,11.79,3.80
209,2026-09-21T14:00:20.900000+00:00,13.082700,80.271077,90.0,11.79,3.80
210,2026-09-21T14:00:21+00:00,13.082700,80.271079,90.0,11.78,3.80
211,2026-09-21T14:00:21.100000+00:00,13.082700,80.271080,90.0,11.77,3.80
212,2026-09-21T14:00:21.200000+00:00,13.082700,80.271082,90.0,11.77,3.80
213,2026-09-21T14:00:21.300000+00:00,13.082700,80.271084,90.0,11.76,3.80
214,2026-09-21T14:00:21.400000+00:00,13.082700,80.271086,90.0,11.76,3.80
215,2026-09-21T14:00:21.500000+00:00,13.082700,80.271088,90.0,11.76,3.80
216,2026-09-21T14:00:21.600000+00:00,13.082700,80.271089,90.0,11.75,3.80
217,2026-09-21T14:00:21.700000+00:00,13.082700,80.271091,90.0,11.75,3.80
218,2026-09-21T14:00:21.800000+00:00,13.082700,80.271093,90.0,11.75,3.80
219,2026-09-21T14:00:21.900000+00:00,13.082700,80.271095,90.0,11.75,3.80
220,2026-09-21T14:00:22+00:00,13.082700,80.271097,90.0,11.75,3.80
221,2026-09-21T14:00:22.100000+00:00,13.082700,80.271098,90.0,11.75,3.80
222,2026-09-21T14:00:22.200000+00:00,13.082700,80.271100,90.0,11.75,3.80
223,2026-09-21T14:00:22.300000+00:00,13.082700,80.271102,90.0,11.75,3.80
224,2026-09-21T14:00:22.400000+00:00,13.082700,80.271104,90.0,11.76,3.80
225,2026-09-21T14:00:22.500000+00:00,13.082700,80.271106,90.0,11.76,3.80
226,2026-09-21T14:00:22.600000+00:00,13.082700,80.271107,90.0,11.76,3.80
227,2026-09-21T14:00:22.700000+00:00,13.082700,80.271109,90.0,11.77,3.80
228,2026-09-21T14:00:22.800000+00:00,13.082700,80.271111,90.0,11.77,3.80
229,2026-09-21T14:00:22.900000+00:00,13.082700,80.271113,90.0,11.78,3.80
230,2026-09-21T14:00:23+00:00,13.082700,80.271115,90.0,11.78,3.80
231,2026-09-21T14:00:23.100000+00:00,13.082700,80.271116,90.0,11.79,3.80
232,2026-09-21T14:00:23.200000+00:00,13.082700,80.271118,90.0,11.79,3.80
233,2026-09-21T14:00:23.300000+00:00,13.082700,80.271120,90.0,11.80,3.80
234,2026-09-21T14:00:23.400000+00:00,13.082700,80.271122,90.0,11.81,3.80
235,2026-09-21T14:00:23.500000+00:00,13.082700,80.271124,90.0,11.82,3.80
236,2026-09-21T14:00:23.600000+00:00,13.082700,80.271125,90.0,11.83,3.80
237,2026-09-21T14:00:23.700000+00:00,13.082700,80.271127,90.0,11.84,3.80
238,2026-09-21T14:00:23.800000+00:00,13.082700,80.271129,90.0,11.85,3.80
239,2026-09-21T14:00:23.900000+00:00,13.082700,80.271131,90.0,11.86,3.80
240,2026-09-21T14:00:24+00:00,13.082700,80.271133,90.0,11.87,3.80
241,2026-09-21T14:00:24.100000+00:00,13.082700,80.271134,90.0,11.88,3.80
242,2026-09-21T14:00:24.200000+00:00,13.082700,80.271136,90.0,11.89,3.80
243,2026-09-21T14:00:24.300000+00:00,13.082700,80.271138,90.0,11.90,3.80
244,2026-09-21T14:00:24.400000+00:00,13.082700,80.271140,90.0,11.91,3.80
245,2026-09-21T14:00:24.500000+00:00,13.082700,80.271142,90.0,11.92,3.80
246,2026-09-21T14:00:24.600000+00:00,13.082700,80.271144,90.0,11.93,3.80
247,2026-09-21T14:00:24.700000+00:00,13.082700,80.271145,90.0,11.95,3.80
248,2026-09-21T14:00:24.800000+00:00,13.082700,80.271147,90.0,11.96,3.80
249,2026-09-21T14:00:24.900000+00:00,13.082700,80.271149,90.0,11.97,3.80
250,2026-09-21T14:00:25+00:00,13.082700,80.271151,90.0,11.98,3.80
251,2026-09-21T14:00:25.100000+00:00,13.082700,80.271153,90.0,12.00,3.80
252,2026-09-21T14:00:25.200000+00:00,13.082700,80.271154,90.0,12.01,3.80
253,2026-09-21T14:00:25.300000+00:00,13.082700,80.271156,90.0,12.02,3.80
254,2026-09-21T14:00:25.400000+00:00,13.082700,80.271158,90.0,12.03,3.80
255,2026-09-21T14:00:25.500000+00:00,13.082700,80.271160,90.0,12.05,3.80
256,2026-09-21T14:00:25.600000+00:00,13.082700,80.271162,90.0,12.06,3.80
257,2026-09-21T14:00:25.700000+00:00,13.082700,80.271163,90.0,12.07,3.80
258,2026-09-21T14:00:25.800000+00:00,13.082700,80.271165,90.0,12.08,3.80
259,2026-09-21T14:00:25.900000+00:00,13.082700,80.271167,90.0,12.09,3.80
260,2026-09-21T14:00:26+00:00,13.082700,80.271169,90.0,12.11,3.80
261,2026-09-21T14:00:26.100000+00:00,13.082700,80.271171,90.0,12.12,3.80
262,2026-09-21T14:00:26.200000+00:00,13.082700,80.271172,90.0,12.13,3.80
263,2026-09-21T14:00:26.300000+00:00,13.082700,80.271174,90.0,12.14,3.80
264,2026-09-21T14:00:26.400000+00:00,13.082700,80.271176,90.0,12.15,3.80
265,2026-09-21T14:00:26.500000+00:00,13.082700,80.271178,90.0,12.16,3.80
266,2026-09-21T14:00:26.600000+00:00,13.082700,80.271180,90.0,12.17,3.80
267,2026-09-21T14:00:26.700000+00:00,13.082700,80.271181,90.0,12.18,3.80
268,2026-09-21T14:00:26.800000+00:00,13.082700,80.271183,90.0,12.19,3.80
269,2026-09-21T14:00:26.900000+00:00,13.082700,80.271185,90.0,12.19,3.80
270,2026-09-21T14:00:27+00:00,13.082700,80.271187,90.0,12.20,3.80
271,2026-09-21T14:00:27.100000+00:00,13.082700,80.271189,90.0,12.21,3.80
272,2026-09-21T14:00:27.200000+00:00,13.082700,80.271190,90.0,12.21,3.80
273,2026-09-21T14:00:27.300000+00:00,13.082700,80.271192,90.0,12.22,3.80
274,2026-09-21T14:00:27.400000+00:00,13.082700,80.271194,90.0,12.23,3.80
275,2026-09-21T14:00:27.500000+00:00,13.082700,80.271196,90.0,12.23,3.80
276,2026-09-21T14:00:27.600000+00:00,13.082700,80.271198,90.0,12.24,3.80
277,2026-09-21T14:00:27.700000+00:00,13.082700,80.271199,90.0,12.24,3.80
278,2026-09-21T14:00:27.800000+00:00,13.082700,80.271201,90.0,12.24,3.80
279,2026-09-21T14:00:27.900000+00:00,13.082700,80.271203,90.0,12.25,3.80
280,2026-09-21T14:00:28+00:00,13.082700,80.271205,90.0,12.25,3.80
281,2026-09-21T14:00:28.100000+00:00,13.082700,80.271207,90.0,12.25,3.80
282,2026-09-21T14:00:28.200000+00:00,13.082700,80.271208,90.0,12.25,3.80
283,2026-09-21T14:00:28.300000+00:00,13.082700,80.271210,90.0,12.25,3.80
284,2026-09-21T14:00:28.400000+00:00,13.082700,80.271212,90.0,12.25,3.80
285,2026-09-21T14:00:28.500000+00:00,13.082700,80.271214,90.0,12.25,3.80
286,2026-09-21T14:00:28.600000+00:00,13.082700,80.271216,90.0,12.25,3.80
287,2026-09-21T14:00:28.700000+00:00,13.082700,80.271217,90.0,12.24,3.80
288,2026-09-21T14:00:28.800000+00:00,13.082700,80.271219,90.0,12.24,3.80
289,2026-09-21T14:00:28.900000+00:00,13.082700,80.271221,90.0,12.24,3.80
290,2026-09-21T14:00:29+00:00,13.082700,80.271223,90.0,12.23,3.80
291,2026-09-21T14:00:29.100000+00:00,13.082700,80.271225,90.0,12.23,3.80
292,2026-09-21T14:00:29.200000+00:00,13.082700,80.271226,90.0,12.22,3.80
293,2026-09-21T14:00:29.300000+00:00,13.082700,80.271228,90.0,12.22,3.80
294,2026-09-21T14:00:29.400000+00:00,13.082700,80.271230,90.0,12.21,3.80
295,2026-09-21T14:00:29.500000+00:00,13.082700,80.271232,90.0,12.20,3.80
296,2026-09-21T14:00:29.600000+00:00,13.082700,80.271234,90.0,12.20,3.80
297,2026-09-21T14:00:29.700000+00:00,13.082700,80.271235,90.0,12.19,3.80
298,2026-09-21T14:00:29.800000+00:00,13.082700,80.271237,90.0,12.18,3.80
299,2026-09-21T14:00:29.900000+00:00,13.082700,80.271239,90.0,12.17,3.80
300,2026-09-21T14:00:30+00:00,13.082700,80.271241,90.0,12.16,3.80
301,2026-09-21T14:00:30.100000+00:00,13.082700,80.271243,90.0,12.15,3.80
302,2026-09-21T14:00:30.200000+00:00,13.082700,80.271244,90.0,12.14,3.80
303,2026-09-21T14:00:30.300000+00:00,13.082700,80.271246,90.0,12.13,3.80
304,2026-09-21T14:00:30.400000+00:00,13.082700,80.271248,90.0,12.12,3.80
305,2026-09-21T14:00:30.500000+00:00,13.082700,80.271250,90.0,12.11,3.80
306,2026-09-21T14:00:30.600000+00:00,13.082700,80.271252,90.0,12.10,3.80
307,2026-09-21T14:00:30.700000+00:00,13.082700,80.271253,90.0,12.09,3.80
308,2026-09-21T14:00:30.800000+00:00,13.082700,80.271255,90.0,12.08,3.80
309,2026-09-21T14:00:30.900000+00:00,13.082700,80.271257,90.0,12.06,3.80
310,2026-09-21T14:00:31+00:00,13.082700,80.271259,90.0,12.05,3.80
311,2026-09-21T14:00:31.100000+00:00,13.082700,80.271261,90.0,12.04,3.80
312,2026-09-21T14:00:31.200000+00:00,13.082700,80.271263,90.0,12.03,3.80
313,2026-09-21T14:00:31.300000+00:00,13.082700,80.271264,90.0,12.01,3.80
314,2026-09-21T14:00:31.400000+00:00,13.082700,80.271266,90.0,12.00,3.80
315,2026-09-21T14:00:31.500000+00:00,13.082700,80.271268,90.0,11.99,3.80
316,2026-09-21T14:00:31.600000+00:00,13.082700,80.271270,90.0,11.98,3.80
317,2026-09-21T14:00:31.700000+00:00,13.082700,80.271272,90.0,11.96,3.80
318,2026-09-21T14:00:31.800000+00:00,13.082700,80.271273,90.0,11.95,3.80
