ping_id,timestamp,latitude,longitude,heading,altitude_m,speed_knots
73,2026-09-21T10:00:07.200000+00:00,13.082783,80.385086,45.54,10.10,3.60
74,2026-09-21T10:00:07.300000+00:00,13.082785,80.385087,45.52,10.12,3.60
75,2026-09-21T10:00:07.400000+00:00,13.082786,80.385088,45.50,10.03,3.60
76,2026-09-21T10:00:07.500000+00:00,13.082787,80.385089,45.48,10.12,3.60
77,2026-09-21T10:00:07.600000+00:00,13.082788,80.385090,45.46,9.98,3.59
78,2026-09-21T10:00:07.700000+00:00,13.082789,80.385092,45.44,10.01,3.59
79,2026-09-21T10:00:07.800000+00:00,13.082790,80.385093,45.41,10.10,3.59
80,2026-09-21T10:00:07.900000+00:00,13.082791,80.385094,45.39,10.02,3.59
81,2026-09-21T10:00:08+00:00,13.082793,80.385095,45.37,10.07,3.59
82,2026-09-21T10:00:08.100000+00:00,13.082794,80.385096,45.34,9.94,3.59
83,2026-09-21T10:00:08.200000+00:00,13.082795,80.385097,45.32,9.97,3.59
84,2026-09-21T10:00:08.300000+00:00,13.082796,80.385099,45.29,9.91,3.59
85,2026-09-21T10:00:08.400000+00:00,13.082797,80.385100,45.27,9.88,3.59
86,2026-09-21T10:00:08.500000+00:00,13.082798,80.385101,45.24,9.95,3.59
87,2026-09-21T10:00:08.600000+00:00,13.082800,80.385102,45.22,9.92,3.58
88,2026-09-21T10:00:08.700000+00:00,13.082801,80.385103,45.19,9.89,3.58
89,2026-09-21T10:00:08.800000+00:00,13.082802,80.385105,45.17,9.86,3.58
90,2026-09-21T10:00:08.900000+00:00,13.082803,80.385106,45.14,9.80,3.58
91,2026-09-21T10:00:09+00:00,13.082804,80.385107,45.11,9.81,3.58
92,2026-09-21T10:00:09.100000+00:00,13.082805,80.385108,45.09,9.91,3.58
93,2026-09-21T10:00:09.200000+00:00,13.082806,80.385109,45.06,9.88,3.57
94,2026-09-21T10:00:09.300000+00:00,13.082808,80.385110,45.03,9.75,3.57
95,2026-09-21T10:00:09.400000+00:00,13.082809,80.385112,45.01,9.85,3.57
96,2026-09-21T10:00:09.500000+00:00,13.082810,80.385113,44.98,9.74,3.57
97,2026-09-21T10:00:09.600000+00:00,13.082811,80.385114,44.95,9.80,3.57
98,2026-09-21T10:00:09.700000+00:00,13.082812,80.385115,44.93,9.76,3.57
99,2026-09-21T10:00:09.800000+00:00,13.082813,80.385116,44.90,9.92,3.56
100,2026-09-21T10:00:09.900000+00:00,13.082814,80.385117,44.87,9.81,3.56
101,2026-09-21T10:00:10+00:00,13.082816,80.385119,44.85,9.88,3.56
102,2026-09-21T10:00:10.100000+00:00,13.082817,80.385120,44.82,9.66,3.56
103,2026-09-21T10:00:10.200000+00:00,13.082818,80.385121,44.80,9.73,3.56
104,2026-09-21T10:00:10.300000+00:00,13.082819,80.385122,44.77,9.81,3.55
105,2026-09-21T10:00:10.400000+00:00,13.082820,80.385123,44.74,9.68,3.55
106,2026-09-21T10:00:10.500000+00:00,13.082821,80.385124,44.72,9.70,3.55
107,2026-09-21T10:00:10.600000+00:00,13.082822,80.385126,44.69,9.72,3.55
108,2026-09-21T10:00:10.700000+00:00,13.082824,80.385127,44.67,9.72,3.54
109,2026-09-21T10:00:10.800000+00:00,13.082825,80.385128,44.65,9.70,3.54
110,2026-09-21T10:00:10.900000+00:00,13.082826,80.385129,44.62,9.71,3.54
111,2026-09-21T10:00:11+00:00,13.082827,80.385130,44.60,9.63,3.54
112,2026-09-21T10:00:11.100000+00:00,13.082828,80.385132,44.58,9.71,3.54
113,2026-09-21T10:00:11.200000+00:00,13.082829,80.385133,44.55,9.73,3.53
114,2026-09-21T10:00:11.300000+00:00,13.082830,80.385134,44.53,9.75,3.53
115,2026-09-21T10:00:11.400000+00:00,13.082832,80.385135,44.51,9.63,3.53
116,2026-09-21T10:00:11.500000+00:00,13.082833,80.385136,44.49,9.71,3.53
117,2026-09-21T10:00:11.600000+00:00,13.082834,80.385137,44.47,9.63,3.52
118,2026-09-21T10:00:11.700000+00:00,13.082835,80.385139,44.45,9.52,3.52
119,2026-09-21T10:00:11.800000+00:00,13.082836,80.385140,44.43,9.55,3.52
120,2026-09-21T10:00:11.900000+00:00,13.082837,80.385141,44.41,9.60,3.52
121,2026-09-21T10:00:12+00:00,13.082838,80.385142,44.39,9.66,3.51
122,2026-09-21T10:00:12.100000+00:00,13.082840,80.385143,44.38,9.60,3.51
123,2026-09-21T10:00:12.200000+00:00,13.082841,80.385144,44.36,9.75,3.51
124,2026-09-21T10:00:12.300000+00:00,13.082842,80.385146,44.35,9.69,3.51
125,2026-09-21T10:00:12.400000+00:00,13.082843,80.385147,44.33,9.61,3.50
126,2026-09-21T10:00:12.500000+00:00,13.082844,80.385148,44.32,9.69,3.50
127,2026-09-21T10:00:12.600000+00:00,13.082845,80.385149,44.30,9.66,3.50
128,2026-09-21T10:00:12.700000+00:00,13.082846,80.385150,44.29,9.72,3.50
129,2026-09-21T10:00:12.800000+00:00,13.082848,80.385151,44.28,9.77,3.49
130,2026-09-21T10:00:12.900000+00:00,13.082849,80.385153,44.27,9.63,3.49
131,2026-09-21T10:00:13+00:00,13.082850,80.385154,44.26,9.74,3.49
132,2026-09-21T10:00:13.100000+00:00,13.082851,80.385155,44.25,9.65,3.49
133,2026-09-21T10:00:13.200000+00:00,13.082852,80.385156,44.24,9.75,3.48
134,2026-09-21T10:00:13.300000+00:00,13.082853,80.385157,44.23,9.61,3.48
135,2026-09-21T10:00:13.400000+00:00,13.082854,80.385159,44.22,9.82,3.48
136,2026-09-21T10:00:13.500000+00:00,13.082856,80.385160,44.22,9.79,3.48
137,2026-09-21T10:00:13.600000+00:00,13.082857,80.385161,44.21,9.75,3.47
138,2026-09-21T10:00:13.700000+00:00,13.082858,80.385162,44.21,9.81,3.47
139,2026-09-21T10:00:13.800000+00:00,13.082859,80.385163,44.21,9.73,3.47
140,2026-09-21T10:00:13.900000+00:00,13.082860,80.385164,44.20,9.79,3.47
141,2026-09-21T10:00:14+00:00,13.082861,80.385166,44.20,9.78,3.46
142,2026-09-21T10:00:14.100000+00:00,13.082862,80.385167,44.20,9.71,3.46
143,2026-09-21T10:00:14.200000+00:00,13.082864,80.385168,44.20,9.78,3.46
144,2026-09-21T10:00:14.300000+00:00,13.082865,80.385169,44.20,9.81,3.46
145,2026-09-21T10:00:14.400000+00:00,13.082866,80.385170,44.20,9.83,3.46
146,2026-09-21T10:00:14.500000+00:00,13.082867,80.385171,44.21,9.83,3.45
147,2026-09-21T10:00:14.600000+00:00,13.082868,80.385173,44.21,9.87,3.45
148,2026-09-21T10:00:14.700000+00:00,13.082869,80.385174,44.21,9.86,3.45
149,2026-09-21T10:00:14.800000+00:00,13.082870,80.385175,44.22,9.82,3.45
150,2026-09-21T10:00:14.900000+00:00,13.082872,80.385176,44.23,9.89,3.44
151,2026-09-21T10:00:15+00:00,13.082873,80.385177,44.23,9.85,3.44
152,2026-09-21T10:00:15.100000+00:00,13.082874,80.385178,44.24,9.95,3.44
153,2026-09-21T10:00:15.200000+00:00,13.082875,80.385180,44.25,9.90,3.44
154,2026-09-21T10:00:15.300000+00:00,13.082876,80.385181,44.26,9.92,3.44
155,2026-09-21T10:00:15.400000+00:00,13.082877,80.385182,44.27,9.98,3.43
156,2026-09-21T10:00:15.500000+00:00,13.082878,80.385183,44.28,10.03,3.43
157,2026-09-21T10:00:15.600000+00:00,13.082880,80.385184,44.29,10.04,3.43
158,2026-09-21T10:00:15.700000+00:00,13.082881,80.385186,44.31,9.95,3.43
159,2026-09-21T10:00:15.800000+00:00,13.082882,80.385187,44.32,9.98,3.43
160,2026-09-21T10:00:15.900000+00:00,13.082883,80.385188,44.33,9.97,3.43
161,2026-09-21T10:00:16+00:00,13.082884,80.385189,44.35,10.07,3.42
162,2026-09-21T10:00:16.100000+00:00,13.082885,80.385190,44.37,10.05,3.42
163,2026-09-21T10:00:16.200000+00:00,13.082886,80.385191,44.38,10.07,3.42
164,2026-09-21T10:00:16.300000+00:00,13.082888,80.385193,44.40,10.08,3.42
165,2026-09-21T10:00:16.400000+00:00,13.082889,80.385194,44.42,10.00,3.42
166,2026-09-21T10:00:16.500000+00:00,13.082890,80.385195,44.44,10.07,3.42
167,2026-09-21T10:00:16.600000+00:00,13.082891,80.385196,44.45,10.13,3.42
168,2026-09-21T10:00:16.700000+00:00,13.082892,80.385197,44.47,10.16,3.41
169,2026-09-21T10:00:16.800000+00:00,13.082893,80.385198,44.49,10.07,3.41
170,2026-09-21T10:00:16.900000+00:00,13.082894,80.385200,44.52,10.18,3.41
171,2026-09-21T10:00:17+00:00,13.082896,80.385201,44.54,10.21,3.41
172,2026-09-21T10:00:17.100000+00:00,13.082897,80.385202,44.56,10.14,3.41
173,2026-09-21T10:00:17.200000+00:00,13.082898,80.385203,44.58,10.23,3.41
174,2026-09-21T10:00:17.300000+00:00,13.082899,80.385204,44.60,10.21,3.41
175,2026-09-21T10:00:17.400000+00:00,13.082900,80.385205,44.63,10.24,3.41
176,2026-09-21T10:00:17.500000+00:00,13.082901,80.385207,44.65,10.18,3.41
177,2026-09-21T10:00:17.600000+00:00,13.082902,80.385208,44.68,10.28,3.40
178,2026-09-21T10:00:17.700000+00:00,13.082904,80.385209,44.70,10.23,3.40
179,2026-09-21T10:00:17.800000+00:00,13.082905,80.385210,44.73,10.33,3.40
180,2026-09-21T10:00:17.900000+00:00,13.082906,80.385211,44.75,10.38,3.40
181,2026-09-21T10:00:18+00:00,13.082907,80.385213,44.78,10.26,3.40
182,2026-09-21T10:00:18.100000+00:00,13.082908,80.385214,44.80,10.31,3.40
183,2026-09-21T10:00:18.200000+00:00,13.082909,80.385215,44.83,10.27,3.40
184,2026-09-21T10:00:18.300000+00:00,13.082910,80.385216,44.85,10.31,3.40
185,2026-09-21T10:00:18.400000+00:00,13.082912,80.385217,44.88,10.40,3.40
186,2026-09-21T10:00:18.500000+00:00,13.082913,80.385218,44.91,10.34,3.40
187,2026-09-21T10:00:18.600000+00:00,13.082914,80.385220,44.93,10.33,3.40
188,2026-09-21T10:00:18.700000+00:00,13.082915,80.385221,44.96,10.32,3.40
189,2026-09-21T10:00:18.800000+00:00,13.082916,80.385222,44.99,10.36,3.40
190,2026-09-21T10:00:18.900000+00:00,13.082917,80.385223,45.01,10.33,3.40
191,2026-09-21T10:00:19+00:00,13.082918,80.385224,45.04,10.35,3.40
192,2026-09-21T10:00:19.100000+00:00,13.082920,80.385225,45.07,10.31,3.40
193,2026-09-21T10:00:19.200000+00:00,13.082921,80.385227,45.09,10.40,3.40
194,2026-09-21T10:00:19.300000+00:00,13.082922,80.385228,45.12,10.33,3.40
195,2026-09-21T10:00:19.400000+00:00,13.082923,80.385229,45.15,10.33,3.40
196,2026-09-21T10:00:19.500000+00:00,13.082924,80.385230,45.17,10.30,3.40
197,2026-09-21T10:00:19.600000+00:00,13.082925,80.385231,45.20,10.28,3.40
198,2026-09-21T10:00:19.700000+00:00,13.082926,80.385232,45.22,10.33,3.40
199,2026-09-21T10:00:19.800000+00:00,13.082928,80.385234,45.25,10.39,3.40
200,2026-09-21T10:00:19.900000+00:00,13.082929,80.385235,45.27,10.36,3.40
201,2026-09-21T10:00:20+00:00,13.082930,80.385236,45.30,10.34,3.40
202,2026-09-21T10:00:20.100000+00:00,13.082931,80.385237,45.32,10.27,3.40
203,2026-09-21T10:00:20.200000+00:00,13.082932,80.385238,45.35,10.32,3.41
204,2026-09-21T10:00:20.300000+00:00,13.082933,80.385240,45.37,10.33,3.41
205,2026-09-21T10:00:20.400000+00:00,13.082934,80.385241,45.40,10.41,3.41
206,2026-09-21T10:00:20.500000+00:00,13.082936,80.385242,45.42,10.38,3.41
207,2026-09-21T10:00:20.600000+00:00,13.082937,80.385243,45.44,10.31,3.41
208,2026-09-21T10:00:20.700000+00:00,13.082938,80.385244,45.46,10.35,3.41
209,2026-09-21T10:00:20.800000+00:00,13.082939,80.385245,45.48,10.27,3.41
210,2026-09-21T10:00:20.900000+00:00,13.082940,80.385247,45.51,10.30,3.41
211,2026-09-21T10:00:21+00:00,13.082941,80.385248,45.53,10.25,3.41
212,2026-09-21T10:00:21.100000+00:00,13.082942,80.385249,45.55,10.24,3.42
213,2026-09-21T10:00:21.200000+00:00,13.082944,80.385250,45.56,10.26,3.42
214,2026-09-21T10:00:21.300000+00:00,13.082945,80.385251,45.58,10.25,3.42
215,2026-09-21T10:00:21.400000+00:00,13.082946,80.385252,45.60,10.28,3.42
216,2026-09-21T10:00:21.500000+00:00,13.082947,80.385254,45.62,10.33,3.42
217,2026-09-21T10:00:21.600000+00:00,13.082948,80.385255,45.63,10.25,3.42
218,2026-09-21T10:00:21.700000+00:00,13.082949,80.385256,45.65,10.26,3.42
219,2026-09-21T10:00:21.800000+00:00,13.082950,80.385257,45.67,10.23,3.43
220,2026-09-21T10:00:21.900000+00:00,13.082952,80.385258,45.68,10.15,3.43
221,2026-09-21T10:00:22+00:00,13.082953,80.385259,45.69,10.27,3.43
222,2026-09-21T10:00:22.100000+00:00,13.082954,80.385261,45.71,10.28,3.43
223,2026-09-21T10:00:22.200000+00:00,13.082955,80.385262,45.72,10.15,3.43
224,2026-09-21T10:00:22.300000+00:00,13.082956,80.385263,45.73,10.15,3.43
225,2026-09-21T10:00:22.400000+00:00,13.082957,80.385264,45.74,10.17,3.44
226,2026-09-21T10:00:22.500000+00:00,13.082958,80.385265,45.75,10.19,3.44
227,2026-09-21T10:00:22.600000+00:00,13.082960,80.385267,45.76,10.13,3.44
228,2026-09-21T10:00:22.700000+00:00,13.082961,80.385268,45.77,10.17,3.44
229,2026-09-21T10:00:22.800000+00:00,13.082962,80.385269,45.77,10.09,3.44
230,2026-09-21T10:00:22.900000+00:00,13.082963,80.385270,45.78,10.10,3.45
231,2026-09-21T10:00:23+00:00,13.082964,80.385271,45.79,10.14,3.45
232,2026-09-21T10:00:23.100000+00:00,13.082965,80.385272,45.79,10.12,3.45
233,2026-09-21T10:00:23.200000+00:00,13.082966,80.385274,45.79,10.15,3.45
234,2026-09-21T10:00:23.300000+00:00,13.082968,80.385275,45.80,9.97,3.46
235,2026-09-21T10:00:23.400000+00:00,13.082969,80.385276,45.80,9.98,3.46
236,2026-09-21T10:00:23.500000+00:00,13.082970,80.385277,45.80,10.05,3.46
237,2026-09-21T10:00:23.600000+00:00,13.082971,80.385278,45.80,10.12,3.46
238,2026-09-21T10:00:23.700000+00:00,13.082972,80.385279,45.80,10.03,3.46
239,2026-09-21T10:00:23.800000+00:00,13.082973,80.385281,45.80,10.01,3.47
240,2026-09-21T10:00:23.900000+00:00,13.082974,80.385282,45.79,9.92,3.47
241,2026-09-21T10:00:24+00:00,13.082976,80.385283,45.79,9.93,3.47
242,2026-09-21T10:00:24.100000+00:00,13.082977,80.385284,45.79,9.94,3.47
243,2026-09-21T10:00:24.200000+00:00,13.082978,80.385285,45.78,9.90,3.48
244,2026-09-21T10:00:24.300000+00:00,13.082979,80.385287,45.78,9.84,3.48
245,2026-09-21T10:00:24.400000+00:00,13.082980,80.385288,45.77,9.87,3.48
246,2026-09-21T10:00:24.500000+00:00,13.082981,80.385289,45.76,9.91,3.48
247,2026-09-21T10:00:24.600000+00:00,13.082982,80.385290,45.75,9.90,3.49
248,2026-09-21T10:00:24.700000+00:00,13.082984,80.385291,45.74,9.84,3.49
249,2026-09-21T10:00:24.800000+00:00,13.082985,80.385292,45.73,9.85,3.49
250,2026-09-21T10:00:24.900000+00:00,13.082986,80.385294,45.72,9.81,3.49
251,2026-09-21T10:00:25+00:00,13.082987,80.385295,45.71,9.80,3.50
252,2026-09-21T10:00:25.100000+00:00,13.082988,80.385296,45.70,9.84,3.50
253,2026-09-21T10:00:25.200000+00:00,13.082989,80.385297,45.68,9.78,3.50
254,2026-09-21T10:00:25.300000+00:00,13.082991,80.385298,45.67,9.85,3.50
255,2026-09-21T10:00:25.400000+00:00,13.082992,80.385299,45.65,9.77,3.51
256,2026-09-21T10:00:25.500000+00:00,13.082993,80.385301,45.64,9.78,3.51
257,2026-09-21T10:00:25.600000+00:00,13.082994,80.385302,45.62,9.77,3.51
258,2026-09-21T10:00:25.700000+00:00,13.082995,80.385303,45.61,9.72,3.51
259,2026-09-21T10:00:25.800000+00:00,13.082996,80.385304,45.59,9.80,3.52
260,2026-09-21T10:00:25.900000+00:00,13.082997,80.385305,45.57,9.67,3.52
261,2026-09-21T10:00:26+00:00,13.082999,80.385306,45.55,9.75,3.52
262,2026-09-21T10:00:26.100000+00:00,13.083000,80.385308,45.53,9.71,3.52
263,2026-09-21T10:00:26.200000+00:00,13.083001,80.385309,45.51,9.65,3.53
264,2026-09-21T10:00:26.300000+00:00,13.083002,80.385310,45.49,9.61,3.53
265,2026-09-21T10:00:26.400000+00:00,13.083003,80.385311,45.47,9.67,3.53
266,2026-09-21T10:00:26.500000+00:00,13.083004,80.385312,45.45,9.62,3.53
267,2026-09-21T10:00:26.600000+00:00,13.083005,80.385314,45.42,9.67,3.54
268,2026-09-21T10:00:26.700000+00:00,13.083007,80.385315,45.40,9.64,3.54
269,2026-09-21T10:00:26.800000+00:00,13.083008,80.385316,45.38,9.69,3.54
270,2026-09-21T10:00:26.900000+00:00,13.083009,80.385317,45.35,9.73,3.54
271,2026-09-21T10:00:27+00:00,13.083010,80.385318,45.33,9.66,3.55
272,2026-09-21T10:00:27.100000+00:00,13.083011,80.385319,45.31,9.64,3.55
273,2026-09-21T10:00:27.200000+00:00,13.083012,80.385321,45.28,9.64,3.55
274,2026-09-21T10:00:27.300000+00:00,13.083013,80.385322,45.26,9.71,3.55
275,2026-09-21T10:00:27.400000+00:00,13.083015,80.385323,45.23,9.69,3.55
276,2026-09-21T10:00:27.500000+00:00,13.083016,80.385324,45.20,9.59,3.56
277,2026-09-21T10:00:27.600000+00:00,13.083017,80.385325,45.18,9.72,3.56
278,2026-09-21T10:00:27.700000+00:00,13.083018,80.385326,45.15,9.68,3.56
279,2026-09-21T10:00:27.800000+00:00,13.083019,80.385328,45.13,9.57,3.56
280,2026-09-21T10:00:27.900000+00:00,13.083020,80.385329,45.10,9.68,3.56
281,2026-09-21T10:00:28+00:00,13.083021,80.385330,45.07,9.72,3.57
282,2026-09-21T10:00:28.100000+00:00,13.083023,80.385331,45.05,9.56,3.57
283,2026-09-21T10:00:28.200000+00:00,13.083024,80.385332,45.02,9.69,3.57
284,2026-09-21T10:00:28.300000+00:00,13.083025,80.385333,44.99,9.68,3.57
285,2026-09-21T10:00:28.400000+00:00,13.083026,80.385335,44.97,9.70,3.57
286,2026-09-21T10:00:28.500000+00:00,13.083027,80.385336,44.94,9.61,3.57
287,2026-09-21T10:00:28.600000+00:00,13.083028,80.385337,44.91,9.69,3.58
288,2026-09-21T10:00:28.700000+00:00,13.083029,80.385338,44.89,9.75,3.58
289,2026-09-21T10:00:28.800000+00:00,13.083031,80.385339,44.86,9.65,3.58
290,2026-09-21T10:00:28.900000+00:00,13.083032,80.385341,44.83,9.65,3.58
291,2026-09-21T10:00:29+00:00,13.083033,80.385342,44.81,9.70,3.58
292,2026-09-21T10:00:29.100000+00:00,13.083034,80.385343,44.78,9.75,3.58
293,2026-09-21T10:00:29.200000+00:00,13.083035,80.385344,44.76,9.73,3.59
294,2026-09-21T10:00:29.300000+00:00,13.083036,80.385345,44.73,9.66,3.59
295,2026-09-21T10:00:29.400000+00:00,13.083037,80.385346,44.71,9.76,3.59
296,2026-09-21T10:00:29.500000+00:00,13.083039,80.385348,44.68,9.73,3.59
297,2026-09-21T10:00:29.600000+00:00,13.083040,80.385349,44.66,9.83,3.59
298,2026-09-21T10:00:29.700000+00:00,13.083041,80.385350,44.63,9.81,3.59
299,2026-09-21T10:00:29.800000+00:00,13.083042,80.385351,44.61,9.78,3.59
300,2026-09-21T10:00:29.900000+00:00,13.083043,80.385352,44.59,9.80,3.59
301,2026-09-21T10:00:30+00:00,13.083044,80.385353,44.56,9.79,3.59
302,2026-09-21T10:00:30.100000+00:00,13.083045,80.385355,44.54,9.90,3.59
303,2026-09-21T10:00:30.200000+00:00,13.083047,80.385356,44.52,9.84,3.60
304,2026-09-21T10:00:30.300000+00:00,13.083048,80.385357,44.50,9.84,3.60
305,2026-09-21T10:00:30.400000+00:00,13.083049,80.385358,44.48,9.87,3.60
306,2026-09-21T10:00:30.500000+00:00,13.083050,80.385359,44.46,9.88,3.60
307,2026-09-21T10:00:30.600000+00:00,13.083051,80.385360,44.44,9.89,3.60
308,2026-09-21T10:00:30.700000+00:00,13.083052,80.385362,44.42,9.84,3.60
309,2026-09-21T10:00:30.800000+00:00,13.083053,80.385363,44.40,9.96,3.60
310,2026-09-21T10:00:30.900000+00:00,13.083055,80.385364,44.39,9.96,3.60
311,2026-09-21T10:00:31+00:00,13.083056,80.385365,44.37,10.03,3.60
312,2026-09-21T10:00:31.100000+00:00,13.083057,80.385366,44.35,10.02,3.60
313,2026-09-21T10:00:31.200000+00:00,13.083058,80.385368,44.34,10.03,3.60
314,2026-09-21T10:00:31.300000+00:00,13.083059,80.385369,44.32,9.93,3.60
315,2026-09-21T10:00:31.400000+00:00,13.083060,80.385370,44.31,9.98,3.60
316,2026-09-21T10:00:31.500000+00:00,13.083061,80.385371,44.30,10.00,3.60
317,2026-09-21T10:00:31.600000+00:00,13.083063,80.385372,44.28,10.04,3.60
318,2026-09-21T10:00:31.700000+00:00,13.083064,80.385373,44.27,10.05,3.60
